WKT,"name","abbrev","ne_id"
"POINT (-13.6210656251671 9.57418115850082)","Conakry","CKY","1159124971"
"POINT (-81.8384406064046 41.4111916124966)","Hopkins Int'l","CLE","1159124983"
"POINT (-76.3850714728091 3.54328635123219)","Alfonso Bonilla Aragón Int'l","CLO","1159124999"
"POINT (2.3838000724352 6.3582465034691)","Cotonou Cadjehon","COO","1159125011"
"POINT (-64.2123157670801 -31.3156811684889)","Ingeniero Ambrosio L.V. Taravella Int'l","COR","1159125023"
"POINT (-75.5123349559682 10.4449381764915)","Rafael Nunez","CTG","1159125033"
"POINT (-86.8744172506694 21.04019667144)","Cancún","CUN","1159125049"
"POINT (-105.969204692629 28.7039984997679)","General R F Villalobos Int'l","CUU","1159125065"
"POINT (90.4049241599237 23.8481243218127)","Zia Int'l Dhaka","DAC","1159125077"
"POINT (130.877501436774 -12.4080559966556)","Darwin Int'l","DRW","1159125091"
"POINT (30.9457081940881 -29.965914250828)","Louis Botha","DUR","1159125101"
"POINT (27.5292 -11.5908)","Lubumbashi Luano Int'l","FBM","1159125113"
"POINT (-4.98214637678303 33.9305251844673)","Saiss","FEZ","1159125125"
"POINT (15.4465162074561 -4.38916882197582)","Kinshasa N Djili Int'l","FIH","1159125139"
"POINT (-13.2002296786483 8.61542361726369)","Freetown Lungi","FNA","1159125153"
"POINT (125.675321571201 39.2001771667656)","Sunan","FNJ","1159125167"
"POINT (74.468800339909 43.0554527233303)","Vasilyevka","FRU","1159125179"
"POINT (25.9243808264147 -24.5580718089441)","Sir Seretse Khama Int'l","GBE","1159125191"
"POINT (-103.300766222752 20.5246863485173)","Don Miguel Hidalgo Int'l","GDL","1159125205"
"POINT (-4.43167796995107 55.8641828570355)","Glasgow Int'l","GLA","1159125213"
"POINT (-90.530181111378 14.5881608290051)","La Aurora","GUA","1159125223"
"POINT (-79.887009643933 -2.15833790699136)","Simon Bolivar Int'l","GYE","1159125231"
"POINT (105.803759436806 21.2145596707245)","Noi Bai","HAN","1159125235"
"POINT (-82.4074206289499 22.9973533364428)","José Martí Int'l","HAV","1159125245"
"POINT (29.69266601523 30.9183712786239)","Borg El Arab Int'l","HBE","1159125249"
"POINT (39.1504996780448 21.6706857878128)","King Abdul Aziz Int'l","JED","1159125253"
"POINT (8.52213718395767 12.0457071601746)","Kano Mallam Aminu Int'l","KAN","1159125263"
"POINT (76.0130148060075 39.5379686306258)","Kashi","KHG","1159125271"
"POINT (-76.7786897616576 17.9375751552752)","Norman Manley Int'l","KIN","1159125285"
"POINT (85.357139531668 27.7002816751609)","Tribhuvan Int'l","KTM","1159125303"
"POINT (13.2347957502699 -8.84831327917379)","Luanda 4 de Fevereiro","LAD","1159125315"
"POINT (30.3070976454648 59.8054061601897)","Pulkovo 2","LED","1159125331"
"POINT (74.4108810181748 31.5206296518206)","Allama Iqbal Int'l","LHE","1159125343"
"POINT (33.7827885019788 -13.788622823746)","Kamuzu Int'l","LLW","1159125359"
"POINT (3.32112435281334 6.57825944540467)","Lagos Murtala Muhammed","LOS","1159125373"
"POINT (-68.1780055277945 -16.5098792213977)","El Alto Int'l","LPB","1159125385"
"POINT (28.4455443211019 -15.3268522509447)","Lusaka Int'l","LUN","1159125403"
"POINT (32.7032970848623 25.6730347786023)","Luxor","LXR","1159125413"
"POINT (80.1637759731545 12.9825301669154)","Chennai Int'l","MAA","1159125429"
"POINT (-71.7237688094687 10.5557594684972)","La Chinita Int'l","MAR","1159125441"
"POINT (-75.4269557399772 6.171001614358)","José María Córdova","MDE","1159125455"
"POINT (-89.9816280353237 35.0444101240089)","Memphis Int'l","MEM","1159125467"
"POINT (-86.1712846229543 12.144635873435)","Augusto Cesar Sandino Int'l","MGA","1159125481"
"POINT (59.6421943574029 36.2275503134984)","Mashhad","MHD","1159125495"
"POINT (-80.2789718277441 25.7949407212406)","Miami Int'l","MIA","1159125509"
"POINT (-89.6630235736434 20.9338603864296)","Lic M Crecencio Rejon Int'l","MID","1159125521"
"POINT (14.4952644555055 35.8489307943501)","Luqa","MLA","1159125535"
"POINT (39.6026631870383 -4.03265262579657)","Moi Int'l","MBA","1159125545"
"POINT (27.5592160333614 -29.4555740046101)","Moshoeshoe I Int'l","MSU","1159125565"
"POINT (-90.2566939480594 29.9851141460622)","New Orleans Int'l","MSY","1159125575"
"POINT (71.418995432932 30.1950780904965)","Multan","MUX","1159125587"
"POINT (-56.026636146282 -34.8410485988569)","Carrasco Int'l","MVD","1159125601"
"POINT (-106.270016617885 23.1665960971344)","General Rafael Buelna Int'l","MZT","1159125613"
"POINT (-77.4648472290944 25.0486910600866)","Nassau Int'l","NAS","1159125627"
"POINT (15.0330446385559 12.1295400184115)","Ndjamena","NDJ","1159125641"
"POINT (2.17730671184125 13.4767572807942)","Niamey","NIM","1159125655"
"POINT (123.979134508664 10.3158756727292)","Mactan-Cebu Int'l","CEB","1159125667"
"POINT (15.7497618459595 -12.8025414575915)","Nova Lisboa","NOV","1159125681"
"POINT (-95.8994157953121 41.2997111453012)","Eppley Airfield","OMA","1159125695"
"POINT (-165.441641712281 64.5072207026631)","Nome","OME","1159125707"
"POINT (-1.51380536165113 12.3535800260473)","Ouagadougou","OUA","1159125715"
"POINT (-72.2944780260473 18.5756829054286)","Mais Gate Int'l","PAP","1159125727"
"POINT (-98.375759790423 19.163793546584)","Puebla","PBC","1159125745"
"POINT (-122.592738881254 45.5889569315305)","Portland Int'l","PDX","1159125755"
"POINT (115.974224942233 -31.9411297945783)","Perth Int'l","PER","1159125765"
"POINT (25.6117777567602 -33.9840877431374)","H F Verwoerd","PLZ","1159125779"
"POINT (-73.0983841336424 -41.4333820702269)","El Tepual Int'l","PMC","1159125791"
"POINT (104.845027612457 11.5526449176513)","Pochentong","PNH","1159125805"
"POINT (73.9089838110016 18.5791766115328)","Pune","PNQ","1159125819"
"POINT (147.211250855977 -9.43865269316142)","Port Moresby Int'l","POM","1159125833"
"POINT (-79.3871348215438 9.06687242265839)","Tocumen Int'l","PTY","1159125843"
"POINT (-70.8431237851324 -53.0050698255177)","Carlos Ibáñez de Campo Int'l","PUQ","1159125857"
"POINT (-78.7913814006751 35.8752323452255)","Durham Int'l","RDU","1159125871"
"POINT (96.1341946114947 16.9011542818251)","Mingaladon","RGN","1159125883"
"POINT (23.9793791116995 56.9220038786097)","Riga","RIX","1159125897"
"POINT (44.2246467902561 15.4739027755737)","Sanaa Int'l","SAH","1159125911"
"POINT (44.2289125352942 33.268162986377)","Baghdad Int'l","SDA","1159125925"
"POINT (-69.6764726754667 18.4302196948173)","De Las Américas Int'l","SDQ","1159125937"
"POINT (106.664246141375 10.8163005571879)","Tan Son Nhat","SGN","1159125951"
"POINT (22.9764353610613 40.5238736887775)","Thessaloniki","SKG","1159125965"
"POINT (23.4024521357708 42.6891841273195)","Vrazhdebna","SOF","1159125981"
"POINT (72.7424384372589 21.1204503297172)","Surat","STV","1159125995"
"POINT (178.560048369959 -18.0458996922854)","Nausori Int'l","SUV","1159126005"
"POINT (52.5897712745211 29.5458013842874)","Shiraz Int'l","SYZ","1159126021"
"POINT (-97.8698137568394 22.2893319525064)","Gen Francisco J Mina Int'l","TAM","1159126033"
"POINT (-87.2192116348986 14.0599852192071)","Toncontin Int'l","TGU","1159126049"
"POINT (51.3208069717572 35.6913743304946)","Mehrabad Int'l","THR","1159126059"
"POINT (19.7150324049722 41.4208514680567)","Tirane Rinas","TIA","1159126075"
"POINT (-116.975476095598 32.5460499135013)","General Abelardo L Rodriguez Int'l","TIJ","1159126093"
"POINT (-99.5706494463542 19.3386880423032)","Jose Maria Morelos Y Pavon","TLC","1159126107"
"POINT (24.798964869983 59.4165014697451)","Ulemiste","TLL","1159126123"
"POINT (34.8708499180995 32.0007468501844)","Ben Gurion","TLV","1159126131"
"POINT (6.71282193005667 0.374744213699427)","São Tomé Salazar","TMS","1159126141"
"POINT (47.4753540009579 -18.7993348763082)","Antananarivo Ivato","TNR","1159126153"
"POINT (-82.534824252055 27.9800400852184)","Tampa Int'l","TPA","1159126167"
"POINT (-67.9223617121873 10.1540056883979)","Zim Valencia","VLN","1159126181"
"POINT (44.354767968489 48.7916764657611)","Gumrak","VOG","1159126195"
"POINT (102.568238195728 17.9754595948321)","Vientiane","VTE","1159126207"
"POINT (-63.1403888218213 -17.6479468257839)","Viru Viru Int'l","VVI","1159126221"
"POINT (174.811665268238 -41.3289891844659)","Wellington Int'l","WLG","1159126235"
"POINT (-130.445587 54.292)","Prince Rupert","YPR","1159126249"
"POINT (-82.9600877389448 42.2658784727198)","Windsor","YQG","1159126261"
"POINT (-104.655433975371 50.4332192867183)","Regina","YQR","1159126275"
"POINT (-123.180867003812 49.1935590395715)","Vancouver Int'l","YVR","1159126287"
"POINT (-97.2267694809585 49.9033302471671)","Winnipeg Int'l","YWG","1159126307"
"POINT (-106.690181967554 52.1701439447381)","John G Diefenbaker Int'l","YXE","1159126319"
"POINT (-135.076210089402 60.7141521481397)","Whitehorse Int'l","YXY","1159126329"
"POINT (-114.010560500236 51.1308572567549)","Calgary Int'l","YYC","1159126341"
"POINT (-63.1312341333234 46.2858131367525)","Charlottetown","YYG","1159126361"
"POINT (-94.0813639506318 58.7497237849788)","Churchill","YYQ","1159126367"
"POINT (-52.7433337428638 47.6131179007955)","St John's Int'l","YYT","1159126381"
"POINT (-114.437846335049 62.4707373610202)","Yellowknife","YZF","1159126395"
"POINT (16.0615138009014 45.7333266730984)","Zagreb","ZAG","1159126409"
"POINT (39.2223319841558 -6.21857034620282)","Zanzibar","ZNZ","1159126417"
"POINT (-21.9466344031327 64.1318728609901)","Reykjavik Air Terminal","REK","1159126431"
"POINT (40.7133465694594 64.5967437730455)","Arkhangelsk-Talagi","ARH","1159126445"
"POINT (49.2984458036407 55.6080601429764)","Kazan Int'l","KZN","1159126457"
"POINT (2.36737912783773 48.7313030458052)","Paris Orly","ORY","1159126471"
"POINT (-71.3839280711731 46.7915684363308)","Québec","YQB","1159126485"
"POINT (-73.7493162650417 45.4583512294531)","Montréal-Trudeau","YUL","1159126499"
"POINT (140.384401709179 35.7640560727828)","Narita Int'l","NRT","1159126505"
"POINT (136.814771286824 34.8590296958162)","Chubu Centrair Int'l","NGO","1159126523"
"POINT (141.382100450075 43.1106495990978)","Okadama","OKD","1159126537"
"POINT (5.22725311562336 60.2890610502966)","Bergen Flesland","BGO","1159126547"
"POINT (18.9072624292132 69.6796790473478)","Tromsø Langnes","TOS","1159126559"
"POINT (-48.4795602893793 -1.38974628795546)","Val de Caes Int'l","BEL","1159126571"
"POINT (-54.6689498781305 -20.4572717360311)","Campo Grande Int'l","CGR","1159126581"
"POINT (-49.1737093663469 -25.5360001430558)","Afonso Pena Int'l","CWB","1159126593"
"POINT (-38.5407472498334 -3.77859496233091)","Pinto Martins Int'l","FOR","1159126603"
"POINT (-46.481753608842 -23.4261155770421)","São Paulo-Guarulhos Int'l","GRU","1159126615"
"POINT (-49.2266464905994 -16.6323665721637)","Santa Genoveva","GYN","1159126627"
"POINT (-51.1770409488172 -29.9901930170609)","Salgado Filho Int'l","POA","1159126637"
"POINT (-34.9182667174851 -8.13162553076239)","Gilberto Freyre Int'l","REC","1159126651"
"POINT (-38.3347989911732 -12.9143614970326)","Deputado Luis Eduardo Magalhaes Int'l","SSA","1159126665"
"POINT (-68.7984838394473 -32.8278001692719)","El Plumerillo","MDZ","1159126679"
"POINT (-60.0460645898854 -3.0321390062591)","Eduardo Gomes Int'l","MAO","1159126691"
"POINT (11.5479941396807 3.71484520708126)","Yaoundé Nsimalen Int'l","NSI","1159126705"
"POINT (121.801518760578 31.1523090295533)","Shanghai Pudong Int'l","PVG","1159126719"
"POINT (35.9841052362449 31.9741994015442)","Marka Int'l","ADJ","1159126733"
"POINT (73.5273902836844 4.18870090323372)","Male Int'l","MLE","1159126745"
"POINT (-96.1835702143695 19.1424237025017)","Gen. Heriberto Jara Int'l","VER","1159126759"
"POINT (-15.651185561666 11.8889231454855)","Osvaldo Vieira Int'l","OXB","1159126773"
"POINT (125.645066609434 7.13053746163073)","Francisco Bangoy Int'l","DVO","1159126787"
"POINT (55.5115519246793 -4.67106914178521)","Seychelles Int'l","SEZ","1159126799"
"POINT (-17.490407907719 14.7456306146748)","Léopold Sedar Senghor Int'l","DKR","1159126813"
"POINT (37.2387475981025 19.4341052385231)","Port Sudan New Int'l","PZU","1159126827"
"POINT (69.2666137241129 41.2622338767383)","Tashkent Int'l","TAS","1159126841"
"POINT (12.6493508684508 55.6285017221528)","Copenhagen","CPH","1159126853"
"POINT (26.0857251587764 44.497041455972)","Aeroportul National Bucuresti-Baneasa","BBU","1159126867"
"POINT (19.2622301677881 47.433274269248)","Ferihegy","BUD","1159126881"
"POINT (106.638019704811 29.7240422241688)","Chongqing Jiangbei Int'l","CKG","1159126895"
"POINT (-80.9439277342763 35.2204281685597)","Douglas Int'l","CLT","1159126907"
"POINT (-83.3478935065615 42.2257204508004)","Detroit Metro","DTW","1159126921"
"POINT (-6.24388491037139 53.42700828497)","Dublin","DUB","1159126945"
"POINT (-147.865721120795 64.8180981117369)","Fairbanks Int'l","FAI","1159126959"
"POINT (10.005647830925 53.6320011640866)","Hamburg","HAM","1159126973"
"POINT (101.713886325743 2.74751295791811)","Kuala Lumpur Int'l","KUL","1159126985"
"POINT (-115.151323951283 36.0849602383367)","Mccarran Int'l","LAS","1159126995"
"POINT (-81.3073713307985 28.4311506791138)","Orlando Int'l","MCO","1159127009"
"POINT (-93.2081003718301 44.8820263631968)","Minneapolis St. Paul Int'l","MSP","1159127027"
"POINT (11.7880627192437 48.3538373961608)","Franz-Josef-Strauss","MUC","1159127035"
"POINT (-75.2429857676998 39.876087236427)","Philadelphia Int'l","PHL","1159127049"
"POINT (-112.01363529773 33.4358607639498)","Sky Harbor Int'l","PHX","1159127063"
"POINT (-111.981984879993 40.7867290053708)","Salt Lake City Int'l","SLC","1159127079"
"POINT (-90.3659545350675 38.7427163155204)","Lambert St Louis Int'l","STL","1159127093"
"POINT (20.9727263383587 52.171026749259)","Okecie Int'l","WAW","1159127105"
"POINT (8.56221279534765 47.4523895064915)","Zurich Int'l","ZRH","1159127117"
"POINT (4.4543736298165 50.4571296549567)","Gosselies","CRL","1159127129"
"POINT (11.7694828593654 48.3497964078377)","Munich Freight Terminal","MUCf","1159127147"
"POINT (2.07800334981292 41.3031552797463)","Barcelona","BCN","1159127159"
"POINT (14.2674849854076 50.1076511703671)","Ruzyn","PRG","1159127171"
"POINT (113.935016387376 22.3153328280868)","Hong Kong Int'l","HKG","1159127187"
"POINT (121.231370453323 25.0767411043346)","Taoyuan","TPE","1159127201"
"POINT (4.76437693232812 52.3089323889822)","Schiphol","AMS","1159127211"
"POINT (103.986413880993 1.35616083528126)","Singapore Changi","SIN","1159127223"
"POINT (-0.453156652063309 51.4709958799938)","London Heathrow","LHR","1159127237"
"POINT (174.791719433715 -37.0063551142815)","Auckland Int'l","AKL","1159127251"
"POINT (-149.981725100633 61.1728936745367)","Anchorage Int'l","ANC","1159127263"
"POINT (-84.4253974336047 33.6405290807352)","Hartsfield-Jackson Atlanta Int'l","ATL","1159127283"
"POINT (116.588174004661 40.078766336331)","Beijing Capital","PEK","1159127293"
"POINT (-74.1433718001028 4.69883276192097)","Eldorado Int'l","BOG","1159127303"
"POINT (72.8745639500051 19.0951019488402)","Chhatrapati Shivaji Int'l","BOM","1159127317"
"POINT (-71.0164066172958 42.3665658198506)","Gen E L Logan Int'l","BOS","1159127331"
"POINT (-76.6686428352448 39.1793943583568)","Baltimore-Washington Int'l Thurgood Marshall","BWI","1159127345"
"POINT (31.3997430067114 30.1119904385575)","Cairo Int'l","CAI","1159127357"
"POINT (-7.66321880771143 33.5627883851079)","Casablanca-Anfa","CAS","1159127367"
"POINT (-67.0057488076316 10.5973549146064)","Simón Bolivar Int'l","CCS","1159127381"
"POINT (18.5976565083138 -33.9704466120395)","Cape Town Int'l","CPT","1159127391"
"POINT (103.956136481695 30.5810712647464)","Chengdushuang Liu","CTU","1159127407"
"POINT (77.0878362565332 28.5592039760586)","Indira Gandhi Int'l","DEL","1159127419"
"POINT (-104.673797338542 39.8494613881509)","Denver Int'l","DEN","1159127425"
"POINT (-97.0403710741144 32.9001505594816)","Dallas-Ft. Worth Int'l","DFW","1159127437"
"POINT (100.602578626505 13.9202766010347)","Don Muang Int'l","DMK","1159127447"
"POINT (55.3540769172243 25.2525655938182)","Dubai Int'l","DXB","1159127459"
"POINT (-74.1771472796706 40.6904798278929)","Newark Int'l","EWR","1159127471"
"POINT (-58.5412456939382 -34.8136469380323)","Ministro Pistarini Int'l","EZE","1159127481"
"POINT (-80.1452588465189 26.0717095746827)","Fort Lauderdale Hollywood Int'l","FLL","1159127493"
"POINT (-95.3337047912947 29.9865909034907)","George Bush Intercontinental","IAH","1159127507"
"POINT (28.8195493087893 40.9778388177797)","Atatürk Hava Limani","IST","1159127517"
"POINT (28.2319885648741 -26.1320953994887)","OR Tambo Int'l","JNB","1159127529"
"POINT (-134.583573037872 58.3589441045951)","Juneau Int'l","JNU","1159127539"
"POINT (-118.402468548522 33.9441742543586)","Los Angeles Int'l","LAX","1159127551"
"POINT (9.27996629691061 45.4603938456252)","Linate","LIN","1159127561"
"POINT (144.848998091131 -37.6699411967893)","Melbourne Int'l","MEL","1159127571"
"POINT (-99.0826079514239 19.4354695720494)","Lic Benito Juarez Int'l","MEX","1159127585"
"POINT (121.004122083437 14.5068323762967)","Ninoy Aquino Int'l","MNL","1159127591"
"POINT (36.9250887490365 -1.33052964350634)","Jomo Kenyatta Int'l","NBO","1159127605"
"POINT (-157.919783173755 21.332022315024)","Honolulu Int'l","HNL","1159127617"
"POINT (-87.90513439065 41.9765291023803)","Chicago O'Hare Int'l","ORD","1159127621"
"POINT (46.701829023464 24.9590317436512)","King Khalid Int'l","RUH","1159127633"
"POINT (-70.7936860162974 -33.3968336342597)","Arturo Merino Benitez Int'l","SCL","1159127643"
"POINT (-122.302289722924 47.4435819127259)","Seattle-Tacoma Int'l","SEA","1159127655"
"POINT (-122.383470344449 37.6170250868053)","San Francisco Int'l","SFO","1159127665"
"POINT (121.341183788567 31.1872574314078)","Hongqiao","SHA","1159127677"
"POINT (37.4159690348414 55.966447172512)","Sheremtyevo","SVO","1159127689"
"POINT (-79.6114193247449 43.6809595186356)","Toronto-Pearson Int'l","YYZ","1159127701"
"POINT (151.166067305601 -33.9365832057717)","Kingsford Smith","SYD","1159127713"
"POINT (24.9682078665914 60.3187158912982)","Helsinki Vantaa","HEL","1159127725"
"POINT (2.54186776739457 49.0144200969386)","Charles de Gaulle Int'l","CDG","1159127735"
"POINT (13.2903090925074 52.5544287044101)","Berlin-Tegel Int'l","TXL","1159127747"
"POINT (16.5607679642129 48.1197563052538)","Vienna Schwechat Int'l","VIE","1159127759"
"POINT (8.57182286907608 50.0506770895207)","Frankfurt Int'l","FRA","1159127769"
"POINT (12.2501008973638 41.7950786307394)","Leonardo da Vinci Int'l","FCO","1159127781"
"POINT (135.442475256249 34.7901980848749)","Osaka Int'l","ITM","1159127787"
"POINT (126.802392860276 37.5573005399508)","Gimpo Int'l","GMP","1159127799"
"POINT (11.0991032762581 60.1935783171386)","Oslo Gardermoen","OSL","1159127809"
"POINT (-47.9207885133625 -15.8699985002824)","Juscelino Kubitschek Int'l","BSB","1159127817"
"POINT (-46.6591155302196 -23.62685882701)","Congonhas Int'l","CGH","1159127827"
"POINT (-43.2483813790683 -22.8123437125006)","Rio de Janeiro-Antonio Carlos Jobim Int'l","GIG","1159127839"
"POINT (-3.56902665458863 40.4681282733923)","Madrid Barajas","MAD","1159127851"
"POINT (-66.0042299757548 18.4380770734949)","Luis Muñoz Marin","SJU","1159127861"
"POINT (17.9307299016916 59.6511203397372)","Arlanda","ARN","1159127877"
"POINT (106.654296151172 -6.1266029559729)","Soekarno-Hatta Int'l","CGK","1159127891"
"POINT (23.9471160554073 37.9362331299254)","Eleftherios Venizelos Int'l","ATH","1159127903"
"POINT (139.784046429629 35.5490608319464)","Tokyo Int'l","HND","1729942773"
"POINT (100.750910201106 13.6926116770226)","Suvarnabhumi Airport","BKK","1729942775"
